product_title,product_description,ship_from,ship_to,seller,price,source
1000 Pills Xanax 1 MG,"Xanax (alprazolam) is used to treat anxiety disorders, panic disorders, and anxiety caused by depression. It works by slowing down the movement of chemicals in the brain that may become unbalanced. This results in a reduction in nervous tension (anxiety).
[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$505.00,1776
150 Pills Valium (Roche) 10 MG,"Valium (diazepam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peens). Diazepam affects chemicals in the brain that may become unbalanced and cause anxiety. Valium is used to treat anxiety disorders. [Shipping Area]: We ship from USA,UK and Philippines. [Note]: Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback. [Skype ID]: meds-2-buy [Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$145.00,1776
150 Pills Xanax 1 MG,"Xanax (alprazolam) is used to treat anxiety disorders, panic disorders, and anxiety caused by depression. It works by slowing down the movement of chemicals in the brain that may become unbalanced. This results in a reduction in nervous tension (anxiety).
[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$145.00,1776
200 Pills Valium (Roche) 10 MG,"Valium (diazepam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peens). Diazepam affects chemicals in the brain that may become unbalanced and cause anxiety. Valium is used to treat anxiety disorders. [Shipping Area]: We ship from USA,UK and Philippines. [Note]: Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback. [Skype ID]: meds-2-buy [Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$185.00,1776
200 Pills Xanax 1 MG,"Xanax (alprazolam) is used to treat anxiety disorders, panic disorders, and anxiety caused by depression. It works by slowing down the movement of chemicals in the brain that may become unbalanced. This results in a reduction in nervous tension (anxiety).
[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$185.00,1776
350 Pills Valium (Roche) 10 MG,"Valium (diazepam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peens). Diazepam affects chemicals in the brain that may become unbalanced and cause anxiety. Valium is used to treat anxiety disorders. [Shipping Area]: We ship from USA,UK and Philippines. [Note]: Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback. [Skype ID]: meds-2-buy [Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$265.00,1776
350 Pills Xanax 1 MG,"Xanax (alprazolam) is used to treat anxiety disorders, panic disorders, and anxiety caused by depression. It works by slowing down the movement of chemicals in the brain that may become unbalanced. This results in a reduction in nervous tension (anxiety).
[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$265.00,1776
50 Pills Ativan 2 MG,"Ativan (lorazepam) is used to treat anxiety disorders. It affects chemicals in the brain that may become unbalanced and cause anxiety.

[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$65.00,1776
50 Pills Valium (Roche) 10 MG,"Valium (diazepam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peens). Diazepam affects chemicals in the brain that may become unbalanced and cause anxiety. Valium is used to treat anxiety disorders.

[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$65.00,1776
50 Pills Xanax 1 MG,"Xanax (alprazolam) is used to treat anxiety disorders, panic disorders, and anxiety caused by depression. It works by slowing down the movement of chemicals in the brain that may become unbalanced. This results in a reduction in nervous tension (anxiety).
[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$65.00,1776
500 Pills Valium (Roche) 10 MG,"Valium (diazepam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peens). Diazepam affects chemicals in the brain that may become unbalanced and cause anxiety. Valium is used to treat anxiety disorders. [Shipping Area]: We ship from USA,UK and Philippines. [Note]: Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback. [Skype ID]: meds-2-buy [Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$325.00,1776
500 Pills Xanax 1 MG,"Xanax (alprazolam) is used to treat anxiety disorders, panic disorders, and anxiety caused by depression. It works by slowing down the movement of chemicals in the brain that may become unbalanced. This results in a reduction in nervous tension (anxiety).
[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$325.00,1776
750 Pills Valium (Roche) 10 MG,"Valium (diazepam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peens). Diazepam affects chemicals in the brain that may become unbalanced and cause anxiety. Valium is used to treat anxiety disorders. [Shipping Area]: We ship from USA,UK and Philippines. [Note]: Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback. [Skype ID]: meds-2-buy [Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$425.00,1776
750 Pills Xanax 1 MG,"Xanax (alprazolam) is used to treat anxiety disorders, panic disorders, and anxiety caused by depression. It works by slowing down the movement of chemicals in the brain that may become unbalanced. This results in a reduction in nervous tension (anxiety).
[Shipping Area]:
We ship from USA,UK and Philippines.

[Note]:
Product delivered can be different from the image listed. We try our level best to ensure customer satisfaction. But in any case if you are not satisfied please contact us before throwing a negative feedback.

[Skype ID]: meds-2-buy

[Email ID]: meds2buy@safe-mail.net",Worldwide,Worldwide,Meds2Buy,$425.00,1776
*Free Sample 5 hit LSD 150ug,"Free sample of 5 hits, of very clean  and pure LSD to get my feedback up. Get them while they last, free shipping!",United States,United States,Nbomejohn,$0.00,1776
10 Strip of 25i-Nbome 1000ug,"10 strip of 25i-Nbome, 1000ug on some trippy blotter. Definitely a cheap, and awesome way to have some fun with a buddy or two. Awesome trips!",United States,United States,Nbomejohn,$20.00,1776
.25g sample of Ketamine,.25g of K for $10 with free shipping. Pretty sure racemic but hear excellent things in terms of strength.,United States,United States,RogerTheAlien,$10.00,1776
10 Strip of 125ug Fluff WoW,"I don't know the guy who lays it but the number MY guy picks up in are so large that quality is guaranteed to be uniform and what it is supposed to be.

Check out the sample listing if they are still up to give them a shot yourself.

Also keep your eyes out for a future 160ug WoW listing and dont be afraid to ask about bulk bc we have it!",United States,United States,RogerTheAlien,$5.00,1776
25 hits 125ug Fluff WoW,"I don't know the guy who lays it but the number MY guy picks up in are so large that quality is guaranteed to be uniform and what it is supposed to be.

Check out the sample listing if they are still up to give them a shot yourself.

Also keep your eyes out for a future 160ug WoW listing and dont be afraid to ask about bulk bc we have it!",United States,United States,RogerTheAlien,$175.00,1776
3x 125ug WoW samples free shipping for $5,"Sample listing for my LSD. Get em before they are gone because this stuff is good. I am not gonna sit here and lie about 200+ mic tabs, I just want to sell good LSD at a good price.

Give em a shot and check out the larger listings if you like em =)",United States,United States,RogerTheAlien,$5.00,1776
[10] 2mg Xanax Bars ---Chill Out----,"Tierd of being the DD when you an your buddies go out? Take a half of a Xanax bar. It's a really clean drunk feeling. Inhibitions lost! Anxitey gone! 30-45 mins post ingestion one begins to feel more social and less awkward at parties and gatherings. After 4 hours, if you manage to stay awake, you are litterally completely sober to finish the resposibily of getting your drunk friend back home. You'll be the only one who will score that night. If your still awake. ;-)

Have fun. Take a bar. Smoke a joint. Spit some smooth talk at some ladies.

This listing is for 10 2mg Xanax (Alprazolam) bars in the color yellow.

--- I have been asked if these ae ""real"" and my response is that these are given to me by TrusTed Walgreens for my personal use. They are 100% real pharmaceutical grade ""Made in the USA and approved by the FDA""",United States,United States,School_Supplies,$40.00,1776
[5] 30mg IR Adderall Tablets ---School Supplies---,"Can't stay focused after a small sleep? Exams seem overwellming? Work TOO fucking boring? I can help you get the edge you might need. It's called Adderall. You know you have heard it before.

College students have been taking these for years to cram for examinations. I use them when I have an early class, a full day, or if I need to turn the afterburners on late into the night.

WARNING: If you are under the assumtion that taking a pill and studying overnight will make you a genius. Reality check. If you feel that by taking Adderall your going to be smarter. I'm sorry. You never going to be smart. Adderall has no effect on IQ. It simply allows you to work harder with more focus and concentration especially under stressfull or sleep deprived situations. Simply put; its not going to change the fact that your an idiot. It is however great for writiing papers.

--- Please FE as soon as you can. :-0

***These are 30mg Instant Release D-Amphetamine (generic for Adderall) tablets manufactured by Barr Pharm. You will feel a large amount of energy and cognative alertness for 4-6 hours and will almost immediately be able to sleep after tthe pill has worn off.



This listing is for 5 tablets.

--- I have been asked if these are ""real"" and as far as I'm concerned these were given to me for my consumption by Walgreens. They are 100% real pharmaceutical grade ""Made in the USA and approved by the FDA""",United States,United States,School_Supplies,$40.00,1776
Premium Uncut Cocaine 0.5 Grams,"85% pure Uncut Cocaine, The quality speaks for itself. Shipping from 1/5/14.
Sold in 0.5 Gram Wraps.",United Kingdom,United Kingdom,SpeakEasyUK,$102.00,1776
Premium Uncut Cocaine 1 Gram,"85% pure Uncut Cocaine, The quality speaks for itself. Shipping from 1/5/14.
Sold in 0.5 Gram Wraps.
Package will contain 2x 0.5 Gram Wraps.",United Kingdom,United Kingdom,SpeakEasyUK,$185.00,1776
1Gr Crack Cocaine,This Crack cocaine will give you avery nice Flash and keeps you high for a long time when you smoke it.  Enjoy!!,Netherlands,Worldwide,ThinWhiteDuke,$175.00,1776
1Gr.The highest  quality heroin#3,I use this myself so i can tell you it is the best around!! guarenteed,Netherlands,Worldwide,ThinWhiteDuke,$81.00,1776
5Gr.The highest  quality heroin#3,I use this myself so i can tell you it is the best around!! guarenteed,Netherlands,Worldwide,ThinWhiteDuke,$390.00,1776
'A' GRADE COCAINE - 10 GRAMS,"*** THIS IS AN INTERNATIONAL LISTING - OUR PRICES MAY BE MORE EXPENSIVE THAN OUR COMPETITORS BUT PLEASE TAKE NOTE - WE OFFER FULL ESCROW FOR ALL CUSTOMERS (NO FE) AND IN THE CASE OF A NON ARRIVAL - WE OFFER A 100% REFUND OR RE-SHIP ***

This listing is for 10 Grams of 'A' Grade Cocaine - Disco Shit!!

Satisfaction Guaranteed.",United Kingdom,Worldwide,UKconnect,$1500.00,1776
'A' GRADE COCAINE - 28 GRAMS,"*** THIS IS AN INTERNATIONAL LISTING - OUR PRICES MAY BE MORE EXPENSIVE THAN OUR COMPETITORS BUT PLEASE TAKE NOTE - WE OFFER FULL ESCROW FOR ALL CUSTOMERS (NO FE) AND IN THE CASE OF A NON ARRIVAL - WE OFFER A 100% REFUND OR RE-SHIP *** This listing is for 28 Grams of 'A' Grade Cocaine - Disco Shit!!

Satisfaction Guaranteed.",United Kingdom,Worldwide,UKconnect,$3220.00,1776
Localbitcoin verified account,I offer verified localbitcoin accounts. Login and mail details will be sent to you within 24 hours max. These are phone verified and save you the trouble of linking private information.,Undeclared,Worldwide,XHP,$10.00,1776
1.8oz AAA Bubba Kush Indoor BC Bud,"Indoor AAA Organic BC Bud 

A sweet, earthy strain that is an indica dominant hybrid, Bubba Kush is a cross between Bubble Gum and Kush. It has an intense and relaxing high that starts in your head and moves down into your body. Dense nugs, foresty kush smell, good strain for after work.

50 grams.",Canada,Worldwide,bcdirect,$400.00,1776
